LOCATION_NAME,TSN,LATITUDE,LONGITUDE,EFA_ID,PHONE,ADDRESS,FACILITIES,ACCESSIBILITY,TRANSPORT_MODE,MORNING_PEAK,AFTERNOON_PEAK
"Seven Hills Station",214710,-33.77443043,150.9365134,10101234,"02 9851 7431","The Centre, Terminus Rd, Seven Hills NSW 2147","Bike lockers | Bike racks | Transport Park&Ride | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet (MLAK) | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Shellharbour Junction Station",2529218,-34.59128255,150.8447273,10101446,,"Piper Dr, Dunmore NSW 2529","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",6-8am,4-6.30pm
"Singleton Station",233010,-32.57177047,151.1651707,10101190,"02 4962 9268","Munro St, Singleton NSW 2330","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets","This location is wheelchair accessible | Tactile surfaces | PA system for announcements","Train, Bus","No peak",4-6.30pm
"Smith Lake turnoff Coach Stop",24285,-32.370556,152.498753,10150031,,"The Lakes Way at Macwood Rd, Smiths Lake NSW 2428",,,Coach,,
"Somerton Coach Stop",2340109,-30.93779,150.63499,10150111,,"Somerton Roadhouse, Racecourse Rd, Somerton NSW 2340",,,Coach,,
"South Mosman Wharf",20882,-33.84326831,151.2325961,10102021,,"Musgrave St, Mosman NSW 2088","Emergency help point","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Bus, Ferry",,
"South Tweed Heads Coach Stop (northbound)",24861,-28.195182,153.543007,10150100,,"Minjungbal Dr opp South Tweed Sports Bowling Club, Tweed Heads South NSW 2486",,,"Coach, Bus",,
"South Tweed Heads Coach Stop (southbound)",24862,-28.195182,153.543007,10150100,,"South Tweed Sports Bowling Club, Minjungbal Dr, Tweed Heads South NSW 2486",,,"Coach, Bus",,
"Spit Junction B-Line",2088243,-33.824148,151.241656,10114879,,"Spit Rd, Mosman NSW 2088","Bike racks | Departure indicator screen","This location is wheelchair accessible | Tactile surfaces",Bus,,
"Spring Hill Coach Stop",28005,-33.398855,149.152388,10150306,,"Spring Hill General Store, Seaton St, Spring Hill NSW 2800",,,Coach,,
"Springwood Station",277720,-33.6988416,150.5639799,10101259,"02 4780 3915","Jerseywold Ave, Springwood NSW 2777","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi",6-8am,4-6.30pm
"St James Station",200050,-33.87069742,151.2118374,10101105,"02 9224 4751","Elizabeth St, Sydney NSW 2000","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"St Leonards Station",206520,-33.82238888,151.1941268,10101115,"02 9379 1046","The Forum, Herbert St, St Leonards NSW 2065","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"St Marys Station",276010,-33.76225585,150.776029,10101249,"02 9851 7525","Cnr Station St & Queen St, St Marys NSW 2760","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"St Peters Station",204410,-33.9073952,151.1802675,10101443,"02 9563 7412","King St, St Peters NSW 2044","Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets","Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Stanmore Station",204810,-33.89454885,151.1640093,10101213,"02 9752 8994","Douglas St, Stanmore NSW 2048","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Stanwell Park Station",250840,-34.22658642,150.980938,10101358,"02 4223 5568","Railway Cres, Stanwell Park NSW 2508","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements",Train,6-8am,4-6.30pm
"Stockinbingal Coach Stop",27252,-34.500339,147.880771,10150035,,"Hibernia St opp Stockinbingal Newsagent, Stockinbingal NSW 2725",,,Coach,,
"Stratford Coach Stop",24226,-32.11757,151.937879,10150185,,"The Bucketts Way after Avon St, Stratford NSW 2422",,,Coach,,
"Strathfield Station",213510,-33.8718105,151.0944271,10101206,"02 9752 8430","Albert Rd, Strathfield NSW 2135","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Stroud Coach Stop",24252,-32.403962,151.967514,10150343,,"Cowper St at Memorial Ave, Stroud NSW 2425",,,Coach,,
"Stroud Road Coach Stop",24151,-32.345307,151.930093,10150209,,"Stroud Road General Store, The Bucketts Way, Stroud Road NSW 2415",,,Coach,,
"Stuart Town Station",28201,-32.801192,149.07832,10155019,"13 22 32","Bell St, Stuart Town NSW 2820","Emergency help point","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard",Train,,
"Suffolk Park Coach Stop",24812,-28.686927,153.607927,10150193,,"Broken Head Rd after Beech Dr, SUFFOLK PARK NSW 2481",,,Coach,,
"Summer Hill Station",213010,-33.89056077,151.1394451,10101210,"02 9752 8489","Carlton Cres, Summer Hill NSW 2130","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Surfers Paradise Coach Stop",42171,-28.002535,153.427978,10150092,,"Beach Rd, Surfers Paradise QLD 4217",,,Coach,,
"Sutherland Station",223210,-34.03178692,151.0571901,10101345,"02 9522 1260","Old Princes Hwy, Sutherland NSW 2232","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Sydenham Station",204420,-33.9143732,151.1666456,10101326,"02 9563 7764","Gleeson Ave, Sydenham NSW 2044","Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Lift | Stairs | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Sydney Olympic Park Wharf",21271,-33.82220671,151.079094,10102030,,"Hill Rd, Sydney Olympic Park NSW 2127","Bike racks | Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Hearing loop | Tactile surfaces | PA system for announcements","Bus, Ferry",,
"Tahmoor Station",257310,-34.22367667,150.5899106,10101302,"02 4681 8218","George St, Tahmoor NSW 2573","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","This location is wheelchair accessible | Level crossing | PA system for announcements | Short platforms, leave the train from the last 2 cars","Train, Taxi",6-8am,4-6.30pm
"Tallong Station",257950,-34.7183306,150.0865057,10101313,"02 4868 1115","Highland Way, Tallong NSW 2579","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 2 cars",Train,6-7.30am,4-6.30pm
"Tamworth Station",234012,-31.087262,150.930848,10155009,"13 22 32","Marius St, Tamworth NSW 2340","Commuter car park | Payphone | Toilets | Wheelchair accessible car space | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Regional coach, Taxi",,
"Tarago Station",258011,-35.069961,149.651365,10155038,"13 22 32","Goulburn St, Tarago NSW 2580",Toilets,"PA system for announcements | Short platforms, please see the train guard",Train,,
"Tarana Station",27871,-33.524107,149.907594,10155048,"13 22 32","Mutton Falls Rd, Tarana NSW 2787","Emergency help point","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Tactile surfaces | PA system for announcements",Train,,
"Taree Station",24301,-31.906437,152.456963,10155037,"13 22 32","Olympia St, Taree NSW 2430","Commuter car park | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Coach, Bus, Taxi",,
"Taree Town Coach Stop",243035,-31.910456,152.466139,10157490,,"Victoria St at Florence St, Taree NSW 2430",,,"Regional coach",,
"Taronga Zoo Wharf",20883,-33.8463431,151.2395142,10102022,,"Athol Wharf Rd, Mosman NSW 2088","Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Hearing loop | PA system for announcements","Bus, Ferry",,
"Tarro Station",232220,-32.80930922,151.6699415,10101171,"02 4962 9944","Woodberry Rd, Tarro NSW 2322","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements",Train,6-7am,4-6.30pm
"Tascott Station",225020,-33.45135695,151.318056,10101137,"02 4349 9230","Glenrock Pde, Tascott NSW 2250","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last car's rear door","Train, Bus",6-8am,4-6.30pm
"Taverner's Hill Light Rail",2040107,-33.88930105,151.1452209,10101457,,"Parramatta Rd, Leichhardt NSW 2040","Bike racks | Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Hearing loop | Level crossing | Lift | Stairs | Tactile surfaces | PA system for announcements","Light rail",,
"Tea Gardens Coach Stop",2324157,-32.667557,152.160429,10150066,,"Myall St at Maxwell St, Tea Gardens NSW 2324",,,Coach,,
"Tea Gardens turnoff Coach Stop",2324156,-32.614733,152.079757,10150013,,"The Rock Roadhouse, Pacific Hwy, North Arm Cove NSW 2324",,,Coach,,
"Telarah Station",232030,-32.72391026,151.5396348,10101179,"02 4962 9476","Johnson St, Telarah NSW 2320","Bike racks | Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","This location is wheelchair accessible | Hearing loop | Tactile surfaces | PA system for announcements","Train, Bus",6-7am,4-6.30pm
"Telopea Station",211710,-33.79367445,151.041563,10101225,"02 9872 1471","Adderton Rd, Telopea NSW 2117","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets","Level crossing | This location is not wheelchair accessible | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Temora Coach Stop",26662,-34.446853,147.534099,10150220,,"Loftus St at Hoskins St, Temora NSW 2666",,,Coach,,
"Tempe Station",204430,-33.92450473,151.1565073,10101327,"02 9563 7417","Griffiths St, Tempe NSW 2044","Bike racks | Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements",Train,7-9am,4-6.30pm
"Tenterfield Coach Stop",23721,-29.05551,152.019563,10150027,,"Manners St opp Telegraph Hotel, Tenterfield NSW 2372",,,Coach,,
"Teralba Station",228420,-32.96271245,151.6034578,10101153,"02 4962 9437","William St, Teralba NSW 2284","Commuter car park | Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus",6-7.30am,4-6.30pm
"The Rock Station",26551,-35.271764,147.118301,10155035,"13 22 32","Olympic Hwy, The Rock NSW 2655","Emergency help point | Toilets","Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard","Train, Coach",,
"The Star Light Rail",200941,-33.8673489,151.1952012,10101437,,"Pirrama Rd, Pyrmont NSW 2009","Emergency help point | Opal card top up or single trip ticket machine | Toilets","This location is wheelchair accessible | Level crossing | Lift | Stairs | Tactile surfaces | PA system for announcements","Light rail",,
"Thirroul Station",251550,-34.3184244,150.9186524,10101364,"02 4223 5576","Railway Pde, Thirroul NSW 2515","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",6-8am,4-6.30pm
"Thornleigh Station",212010,-33.7318712,151.078281,10101195,"02 9847 8474","Railway Pde, Thornleigh NSW 2120","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Thornton Station",232240,-32.78359464,151.6398308,10101173,"02 4962 9929","Karuah St, Thornton NSW 2322","Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","This location is wheelchair accessible | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus",6-7am,4-6.30pm
"Tingha Coach Stop",23692,-29.955875,151.21195,10150213,,"Opal St opp Tingha Police Station, Tingha NSW 2369",,,Coach,,
"Tiona Park Coach Stop",24284,-32.304866,152.519993,10150032,,"Tiona Tourist Park, The Lakes Way, Tiona NSW 2428",,,Coach,,
"Tocumwal Coach Stop",27141,-35.811915,145.567461,10150245,,"Morris St at Deniliquin St, Tocumwal NSW 2714",,,"Regional coach",,
"Tomingley Coach Stop",28691,-32.571325,148.221938,10150184,,"Truck Stop, Newell Hwy, Tomingley NSW 2869",,,"Regional coach",,
"Toongabbie Station",214610,-33.787263,150.9514373,10101233,"02 9851 7204","Wentworth Ave, Toongabbie NSW 2146","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank | Departure indicator screen | Bike racks | Wheelchair accessible toilet","Stairs | Tactile surfaces | This location is wheelchair accessible | PA system for announcements | Lift","Train, Bus, Taxi",7-9am,4-6.30pm
"Town Hall Station",200070,-33.87359633,151.2068993,10101101,"02 9379 4110","George St, Sydney NSW 2000","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop (concourse only) | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Towradgi Station",251830,-34.38468632,150.9012389,10101369,"02 4223 5581","Towradgi Rd, Towradgi NSW 2518","Bike lockers | Bike racks | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible toilet","This location is not wheelchair accessible | PA system for announcements","Train, Bus",6-8am,4-6.30pm
"Trangie Coach Stop",28231,-32.031474,147.984789,10150308,,"Dandaloo St before Naromine St, Trangie NSW 2823",,,Coach,,
"Tuggerah Station",225910,-33.30808648,151.4201526,10101144,"02 4352 1450","Pacific Hwy, Tuggerah NSW 2259","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Taxi rank","This location is wheelchair accessible | Hearing loop | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",6-8am,4-6.30pm
"Tullibigeal Coach Stop",26692,-33.421526,146.72815,10150304,,"Cargelligo St at Wattle St, Tullibigeal NSW 2669",,,Coach,,
"Tumbarumba Coach Stop",26531,-35.775782,148.009214,10150349,,"Union Lane Car Park, Union Lane, Tumbarumba NSW 2653",,,Coach,,
"Tumblong Coach Stop",27292,-35.136066,148.009754,10150150,,"Tumblong Rd at Hume Hwy, Tumblong NSW 2729",,,Coach,,
"Tumut Coach Stop",27201,-35.301369,148.222665,10150163,,"Russell St at Wynyard St, Tumut NSW 2720",,,Coach,,
"Tuncurry Coach Stop",2428133,-32.174518,152.499505,10155924,,"Beach St at Manning St, Tuncurry NSW 2428",,,"Coach, Bus",,
"Turramurra Station",207410,-33.73218221,151.1282818,10101123,"02 9847 8464","Rohini St, Turramurra NSW 2074","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Turrella Station",220530,-33.92995296,151.139909,10101409,"02 9563 7768","Hannan St, Turrella NSW 2205","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Tweed Heads Coach Stop (northbound)",24851,-28.170715,153.543329,10157708,,"Wharf St opp Tweed Heads Visitor Information Centre, Tweed Head NSW 2485",,,"Coach, Bus",,
"Tweed Heads Coach Stop (southbound)",24852,-28.17216,153.543383,10150044,,"Tweed Mall, Wharf St, Tweed Head NSW 2485",,,"Coach, Bus",,
"Tyndale Coach Stop",24603,-29.564928,153.143181,10150083,,"Sheeys Lane at Pacific Hwy, Tyndale NSW 2460",,,Coach,,
"Ulmarra Coach Stop",24622,-29.631215,153.027982,10150228,,"Coldstream St at River St, Ulmarra NSW 2462",,,Coach,,
"Unanderra Station",252610,-34.45442878,150.8462629,10101378,"02 4223 5640","Central Rd, Unanderra NSW 2526","Bike lockers | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi",6-8am,4-6.30pm
"Ungarie Coach Stop",26693,-33.639366,146.973846,10150305,,"Wollongough St opp Bing Walder Park, Ungarie NSW 2669",,,Coach,,
"Upper Manilla Coach Stop",23463,-30.63252,150.671911,10150346,,"Upper Manilla General Store, Barraba Rd, Upper Manilla NSW 2346",,,Coach,,
"Uralla Station",235813,-30.644076,151.505202,10155021,"13 22 32","Duke St, Uralla NSW 2358","Commuter car park | Emergency help point | Wheelchair accessible car space","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard",Train,,
"Urana Coach Stop",26452,-35.330458,146.265767,10150328,,"Urana Post Office, Anna St, Urana NSW 2645",,,Coach,,
"Uranquinty Coach Stop",265253,-35.193558,147.245427,10156137,,"Caltex service Station, Olympic Hwy, Uranquinty NSW 2652",,,Coach,,
"Urunga Station",24551,-30.499656,153.018678,10155064,"13 22 32","Orara St, Urunga NSW 2455","Commuter car park | Emergency help point | Toilets | Wheelchair accessible toilet","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard",Train,,
"Valley Heights Station",277710,-33.70446573,150.583813,10101258,"02 4780 3105","Great Western Hwy, Valley Heights NSW 2777","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus",6-8am,4-6.30pm
"Victoria Street Station",232320,-32.75095775,151.5938259,10101175,"02 4962 9240","Victoria St, East Maitland NSW 2323","Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank | Wheelchair accessible car space | Bike racks | Departure indicator screen","Hearing loop | Stairs | This location is wheelchair accessible | PA system for announcements | Lift","Train, Bus, Taxi",6-7am,4-6.30pm
"Villawood Station",216320,-33.88090168,150.9760479,10101407,"02 9765 1268","River Ave, Villawood NSW 2163","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Stairs | This location is not wheelchair accessible | PA system for announcements",Train,7-9am,4-6.30pm
"Vineyard Station",276520,-33.65050415,150.8512458,10101240,"02 9851 7245","Cnr Riverstone Pde & Bandon Rd, Vineyard NSW 2765","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","Level crossing | Wheelchair ramp boarding assistance | This location is not wheelchair accessible | PA system for announcements",Train,7-9am,4-6.30pm
"Wagga Wagga Court House (north)",265011,-35.106211,147.370015,10156298,,"Wagga Wagga Court House, Fitzmaurice St, Wagga Wagga NSW 2650",,,"Bus, Coach",,
"Wagga Wagga Court House (south)",265010,-35.106995,147.370143,10156711,,"Fitzmaurice St at Johnston St, Wagga Wagga NSW 2650",,,"Bus, Coach",,
"Wagga Wagga CSU Campus",26783,-35.065406,147.35998,10162113,,"Boorooma St at Farrer Rd, Charles Sturt University NSW 2678",,,"Bus, Coach",,
"Wagga Wagga Station",26501,-35.120418,147.36845,10155042,"13 22 32","Station Pl, Turvey Park NSW 2650","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Regional coach, Taxi",,
"Wagga Wagga Sturt Mall (north)",265081,-35.112673,147.369875,10156292,,"Baylis St before Tompson St, Wagga Wagga NSW 2650",,,"Bus, Coach",,
"Wagga Wagga Sturt Mall (south)",265069,-35.113239,147.369963,10157006,,"Sturt Mall, Baylis St, Wagga Wagga NSW 2650",,,"Bus, Coach",,
"Wahroonga Station",207610,-33.7174292,151.1168923,10101125,"02 9847 8463","Redleaf Ave, Wahroonga NSW 2076","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Waitara Station",207710,-33.70999326,151.1043411,10101126,"02 9847 8468","Alexandria Pde, Waitara NSW 2077","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Walcha Coach Stop",23543,-30.98538,151.591012,10150320,,"Mchatton Park, South St, Walcha NSW 2354",,,Coach,,
"Walcha Road Station",23541,-30.940998,151.40217,10155016,"13 22 32","Wollun Rd, Walcha Road NSW 2354","Emergency help point","Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard","Train, Coach",,
"Walgett Coach Stop",28321,-30.023677,148.117659,10150331,,"Gray Park, Euroka St, Walgett NSW 2832",,,Coach,,
"Wallarobba Station",242020,-32.49613996,151.6956798,10101184,"02 4932 8409","Brookfield Rd, Wallarobba NSW 2420","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, leave the train from the middle doors",Train,"No peak",4-6.30pm
"Wallendbeen Coach Stop",25881,-34.529114,148.162677,10150022,,"Mackay Park, Olympic Hwy, Wallendbeen NSW 2588",,,Coach,,
"Wallerawang Coach Stop (northbound)",284514,-33.411304,150.065125,10133295,,"Barton Ave opp Pipers Flat Rd, Wallerawang NSW 2845",,,"Coach, Bus",,
"Wallerawang Coach Stop (southbound)",284515,-33.411067,150.066586,10133296,,"Barton Ave at Cripps Ave, Wallerawang NSW 2845",,,"Coach, Bus",,
"Warabrook Station",230420,-32.88705464,151.7098902,10101168,"02 4968 1487","Warabrook Bvd, Warabrook NSW 2304","Commuter car park | Emergency help point | Opal card top up or single trip ticket machine | Wheelchair accessible car space","This location is wheelchair accessible | Lift | Stairs | Tactile surfaces | PA system for announcements",Train,6-7am,4-6.30pm
"Waratah Mills Light Rail",220368,-33.89877075,151.1401223,10101459,,"Weston St, Dulwich Hill NSW 2203","Bike racks | Emergency help point | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Hearing loop | Level crossing | Tactile surfaces | PA system for announcements","Light rail",,
"Waratah Station",230410,-32.90276555,151.7316708,10101167,"02 4962 9495","Station St, Waratah NSW 2304","Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi",6-7am,4-6.30pm
"Wardell Coach Stop",24774,-28.950207,153.465201,10150210,,"Pacific Hwy at Fitzroy St, Wardell NSW 2477",,,"Coach, Bus",,
"Wards River Coach Stop (northbound)",24222,-32.220766,151.937109,10150180,,"Wards River General Store, The Bucketts Way, Wards River NSW 2422",,,Coach,,
"Wards River Coach Stop (southbound)",242210,-32.221007,151.937246,10161989,,"The Bucketts Way opp Wards River General Store, Wards River NSW 2422",,,Coach,,
"Warialda Coach Stop",24022,-29.542141,150.570258,10150334,,"Warialda Visitor Information Centre, Geddes St, Warialda NSW 2402",,,Coach,,
"Warialda Rail Coach Stop",24023,-29.581643,150.537189,10150332,,"Alan Cunningham Rd at Kellys Gully Rd, Warialda Rail NSW 2402",,,Coach,,
"Warnervale Station",225930,-33.24755931,151.4485623,10101146,"02 4353 1915","Railway Rd, Warnervale NSW 2259","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus",6-8am,4-6.30pm
"Warrawee Station",207420,-33.72428546,151.1217568,10101124,"02 9847 8459","Heydon Ave, Warrawee NSW 2074","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus",7-9am,4-6.30pm
