id,name,street,suburb,postcode,type,suburb_id
11130,Emerton Public School,Hindemith Ave,Emerton,2770,public,10227
11131,Holy Family Primary School,11 Emert Parade,Emerton,2770,private,10227
11132,Wideview Public School,Wideview Rd,Berowra Heights,2082,public,10054
11133,St Bernard's Catholic Primary School,Warrina St,Berowra Heights,2082,private,10054
11134,Cherrybrook Public School,131 New Line Rd,Cherrybrook,2126,public,10136
11135,John Purchase Public School,Purchase Rd,Cherrybrook,2126,public,10136
11136,Cherrybrook Technology High School,28-44 Purchase Rd,Cherrybrook,2126,public,10136
11137,Tangara School for Girls,77-97 Franklin Road,Cherrybrook,2126,private,10136
11138,Dawson Public School,Stuart Rd,Dharruk,2770,public,10193
11139,Hebersham Public School,Andover Cres,Hebersham,2770,public,10295
11140,Blacktown Youth College Incorporated,39 Mackellar Road,Hebersham,2770,private,10295
11141,Hobartville Public School,Valder Ave,Hobartville,2753,public,10300
11142,Blackett Public School,47-59 Boldrewood Rd,Blackett,2770,public,10067
11143,Niland School,Niland Cres,Blackett,2770,public,10067
11144,Willmot Public School,Discovery Ave,Willmot,2770,public,10665
11145,Werrington Public School,Heavey St,Werrington,2747,public,10648
11146,Werrington County Public School,John Batman Ave,Werrington,2747,public,10648
11147,Putland School,Great Western Hwy & Water St,Werrington,2747,public,10648
11148,Kurrambee School,Werrington Rd,Werrington,2747,public,10648
11149,Penrith Valley Learning Centre,Werrington Road,Werrington,2747,public,10648
11150,Wollemi College,14 Gipps Street,Werrington,2747,private,10648
11151,Montgrove College,14 Gipps Street,Werrington,2747,private,10648
11152,Shalvey Public School,Laver St,Shalvey,2770,public,10574
11153,Noumea Public School,Noumea St,Shalvey,2770,public,10574
11154,Chifley College Shalvey Campus,Noumea St,Shalvey,2770,public,10574
11155,John Warby Public School,Deans Rd,Airds,2560,public,10004
11156,Bidwill Public School,45 Bunya Rd,Bidwill,2770,public,10062
11157,Chifley College Bidwill Campus,Bunya Rd,Bidwill,2770,public,10062
11158,St Andrews Public School,89 Ballantrae Drive,St Andrews,2566,public,10589
11159,York Public School,Evan St,South Penrith,2750,public,10584
11160,Jamisontown Public School,Thurwood Ave,South Penrith,2750,public,10584
11161,Jamison High School,222 Evans St,South Penrith,2750,public,10584
11162,St Mary MacKillop Primary School,150 Fragar Road,South Penrith,2750,private,10584
11163,Grose View Public School,Grose Wold Rd,Grose Vale,2753,public,10282
11164,Kareela Public School,Freya St,Kareela,2232,public,10324
11165,Bates Drive School,Bates Drive,Kareela,2232,public,10324
11166,Ruse Public School,Junction Rd,Ruse,2560,public,10557
11167,Woodland Road Public School,20 Woodland Road,St Helens Park,2560,public,10591
11168,St Helens Park Public School,Kellerman Drive,St Helens Park,2560,public,10591
11169,Dulwich Hill Public School,Kintore St,Dulwich Hill,2203,public,10201
11170,Dulwich High School of Visual Arts and Design,Seaview St,Dulwich Hill,2203,public,10201
11171,St Maroun's College,194-206 Wardell Road,Dulwich Hill,2203,private,10201
11172,St Paul of The Cross Catholic Primary School,16 May St,Dulwich Hill,2203,private,10201
11173,Petersham Public School,25 Hunter St,Petersham,2049,public,10504
11174,Taverners Hill Infants School,Elswick St,Petersham,2049,public,10504
11175,Fort Street High School,Parramatta Rd,Petersham,2049,public,10504
11176,NSW School of Languages,35 West Street,Petersham,2049,public,10504
11177,Ambarvale Public School,Copperfield Drive,Ambarvale,2560,public,10009
11178,Thomas Acres Public School,Crispsparkle Drive,Ambarvale,2560,public,10009
11179,Thomas Reddall High School,Cnr Woodhouse Dr & Jaggers Pl,Ambarvale,2560,public,10009
11180,Bonnet Bay Public School,34R Tudar Road,Bonnet Bay,2226,public,10076
11181,Claymore Public School,Dobell Rd,Claymore,2559,public,10147
11182,Kambora Public School,Woolrych Ave,Davidson,2085,public,10185
11183,St Martin's Catholic Primary School,147 Prahran Avenue,Davidson,2085,private,10185
11184,Eastlakes Public School,Florence Ave,Eastlakes,2018,public,10215
11185,Braddock Public School,Laycock St,Cranebrook,2749,public,10168
11186,Samuel Terry Public School,93-107 Grays Lane,Cranebrook,2749,public,10168
11187,Henry Fulton Public School,Vincent Road,Cranebrook,2749,public,10168
11188,Cranebrook High School,Hosking Street,Cranebrook,2749,public,10168
11189,St Paul's Grammar School Penrith,52 Taylor Rd,Cranebrook,2749,private,10168
11190,Corpus Christi Primary School,Andromeda Drive,Cranebrook,2749,private,10168
11191,Clairgate Public School,Colorado Drive,St Clair,2759,public,10590
11192,St Clair Public School,4 Timesweep Drive,St Clair,2759,public,10590
11193,Blackwell Public School,Blackwell Ave,St Clair,2759,public,10590
11194,Banks Public School,182 Banks Drive,St Clair,2759,public,10590
11195,St Clair High School,6 Endeavour Avenue,St Clair,2759,public,10590
11196,Holy Spirit Primary School,7-17 Todd Row,St Clair,2759,private,10590
11197,Kings Langley Public School,68 Isaac Smith Pde,Kings Langley,2147,public,10334
11198,Blairmount Public School,Badgally Rd,Blairmount,2559,public,10070
11199,Bangor Public School,130 Menai Road,Bangor,2234,public,10028
11200,Inaburra School,Billa Road,Bangor,2234,private,10028
11201,Rosemeadow Public School,Anthony & Copperfield Drives,Rosemeadow,2560,public,10550
11202,Mary Brooksbank School,Anthony & Cleopatra Drives,Rosemeadow,2560,public,10550
11203,Ambarvale High School,Thomas Rose Drive,Rosemeadow,2560,public,10550
11204,John Therry Catholic High School,Demetrius Road,Rosemeadow,2560,private,10550
11205,Our Lady Help of Christians Catholic Primary School,Lot 2 Demetrius Road,Rosemeadow,2560,private,10550
11206,Bonnyrigg Public School,Tarlington Pde,Bonnyrigg,2177,public,10077
11207,Bonnyrigg High School,Elizabeth Drive,Bonnyrigg,2177,public,10077
11208,Our Lady of Mt Carmel Catholic Primary School Mount Pritchard,230 Humphries Rd,Bonnyrigg,2177,private,10077
11209,Plunkett Street Public School,Forbes St,Woolloomooloo,2011,public,10678
11210,Sydney Distance Education High School,Forbes St,Woolloomooloo,2011,public,10678
11211,Wiley Park Public School,Denman Ave,Wiley Park,2195,public,10664
11212,Eschol Park Public School,Eschol Park Drive,Eschol Park,2558,public,10238
11213,Governor Philip King Public School,Allambie Rd,Edensor Park,2176,public,10218
11214,Edensor Park Public School,Swan & Gwandalan Rds,Edensor Park,2176,public,10218
11215,St Hurmizd Assyrian Primary School,673 - 683 Smithfield Road,Edensor Park,2176,private,10218
11216,Robert Townson Public School,Shuttleworth Ave,Raby,2566,public,10526
11217,Robert Townson High School,Thunderbolt Drive,Raby,2566,public,10526
11218,William Dean Public School,Yarramundi Drive,Dean Park,2761,public,10187
11219,Minchinbury Public School,McFarlane Drive,Minchinbury,2770,public,10424
11220,James Erskine Public School,Peppertree Drive,Erskine Park,2759,public,10236
11221,Erskine Park High School,Swallow Drive,Erskine Park,2759,public,10236
11222,Mamre Anglican School,45 Bakers Lane,Erskine Park,2759,private,10236
11223,Bligh Park Public School,64 Alexander Street,Bligh Park,2756,public,10072
11224,Chisholm Catholic Primary School,30 Collith Ave,Bligh Park,2756,private,10072
11225,Eagle Arts and Vocational College,139 Colonial Drive,Bligh Park,2756,private,10072
11226,Eagle Arts and Vocational College,139 Colonial Drive,Bligh Park,2756,private,10072
11227,Glenmore Park Public School,33-41 The Lakes Drive,Glenmore Park,2745,public,10265
11228,Surveyors Creek Public School,St Andrews Drive,Glenmore Park,2745,public,10265
11229,Fernhill School,12-40 Ridgetop Drive,Glenmore Park,2745,public,10265
11230,Glenmore Park High School,Glenmore Parkway,Glenmore Park,2745,public,10265
11231,Caroline Chisholm College,90-98 The Lakes Drive,Glenmore Park,2745,private,10265
11232,Bethany Catholic Primary School,34-38 William Howell Drive,Glenmore Park,2745,private,10265
11233,Kearns Public School,St Lawrence Ave,Kearns,2558,public,10325
11234,Bonnyrigg Heights Public School,Wilson Rd,Bonnyrigg Heights,2177,public,10078
11235,Freeman Catholic College,Mount Street,Bonnyrigg Heights,2177,private,10078
11236,John The Baptist Catholic Primary School,Mount St,Bonnyrigg Heights,2177,private,10078
11237,Mount Annan Public School,Stenhouse Drive,Mount Annan,2567,public,10436
11238,Mount Annan High School,248 Welling Drive,Mount Annan,2567,public,10436
11239,Mount Annan Christian College,347 Narellan Road,Mount Annan,2567,private,10436
11240,Hassall Grove Public School,Buckwell Drive,Hassall Grove,2761,public,10292
11241,St Clare's Catholic High School,175 Buckwell Drive,Hassall Grove,2761,private,10292
11242,Alfords Point Public School,Brushwood Drive,Alfords Point,2234,public,10006
11243,Glendenning Public School,135 Armitage Drive,Glendenning,2761,public,10262
11244,St Francis of Assisi Primary School,1 Stone Street,Glendenning,2761,private,10262
11245,Hinchinbrook Public School,Hinchinbrook Dr & Keppel Ct,Hinchinbrook,2168,public,10299
11246,Hoxton Park High School,40 Wilson Rd,Hinchinbrook,2168,public,10299
11247,Good Samaritan Catholic College,401 Hoxton Park Road,Hinchinbrook,2168,private,10299
11248,Narellan Vale Public School,Waterworth Drive,Narellan Vale,2567,public,10445
11249,St Clare's Catholic Primary School,59 Holdsworth Drive,Narellan Vale,2567,private,10445
11250,Claremont Meadows Public School,124-164 Sunflower Drive,Claremont Meadows,2747,public,10144
11251,Greenway Park Public School,Wyattville Drive,Carnes Hill,2171,public,10118
11252,Holy Spirit Catholic Primary School,25 Main Street,Carnes Hill,2171,private,10118
11253,Currans Hill Public School,Tramway Drive,Currans Hill,2567,public,10178
11254,Newington Public School,Newington Boulevarde,Newington,2127,public,10452
11255,SEDA College,Building 46  Sydney Olympic Park Holker Street,Newington,2127,private,10452
11256,Harrington Park Public School,2 Sir Warwick Fairfax Drive,Harrington Park,2567,public,10290
11257,Beaumont Hills Public School,The Parkway,Beaumont Hills,2155,public,10043
11258,Malek Fahd Islamic School,20 Mungerie Road,Beaumont Hills,2155,private,10043
11259,Cecil Hills Public School,Leopold Place,Cecil Hills,2171,public,10130
11260,Cecil Hills High School,Spencer Rd,Cecil Hills,2171,public,10130
11261,Kellyville Ridge Public School,Cnr Singleton Ave GREENWICH St,Kellyville Ridge,2155,public,10327
11262,Ropes Crossing Public School,Pulley Drive,Ropes Crossing,2760,public,10545
11263,Elderslie Public School,170 Lodges Road,Elderslie,2570,public,10222
11264,Elderslie High School,48 Hilder Street,Elderslie,2570,public,10222
11265,Middleton Grange Public School,50 Hall Circuit,Middleton Grange,2171,public,10418
11266,John Palmer Public School,The Ponds Boulevard,The Ponds,2769,public,10617
11267,Riverbank Public School,25 Wentworth Street,The Ponds,2769,public,10617
11268,The Ponds School,201 The Ponds Boulevard,The Ponds,2769,public,10617
11269,The Ponds High School,180 Riverbank Drive,The Ponds,2769,public,10617
11270,Oran Park Public School,390 South Circuit,Oran Park,2570,public,10484
11271,St Justin's Catholic Primary School,94 Oran Park Drive,Oran Park,2570,private,10484
11272,St Benedict's Catholic College,70 Oran Park Drive,Oran Park,2570,private,10484
11273,Oran Park Anglican College,60 Central Avenue,Oran Park,2570,private,10484
11274,Spring Farm Public School,Barley Road,Spring Farm,2570,public,10588
11275,Wentworth Point Public School,3-5 Burroway Road,Wentworth Point,2127,public,10646
11276,Bella Vista Public School,83 Free Settlers Drive,Bella Vista,2153,public,10046
11277,North Kellyville Public School,120 Hezlett Road,North Kellyville,2155,public,10460
11278,Russell Lea Public School,Whittall Street,Russell Lea,2046,public,10559
11279,Bardwell Park Infants School,4 Crewe Lane,Bardwell Park,2207,public,10036
11280,Sefton Infants School,180-194 Rodd St,Sefton,2162,public,10572
11281,Sefton High School,41-43 Hector Street,Sefton,2162,public,10572
11282,Immaculate Heart of Mary Catholic Primary School,10 Kerrinea Road,Sefton,2162,private,10572
11283,Homebush West Public School,20 Exeter Road,Homebush West,2140,public,10304
11284,Field of Mars Environmental Education Centre,Pittwater Rd,East Ryde,2113,public,10212
11285,Green Square School,237 Botany Rd,Waterloo,2017,public,10640
11286,Our Lady of Mount Carmel Catholic Primary,4 Kellick Street,Waterloo,2017,private,10640
11287,Bridge Road School,127 Parramatta Rd,Camperdown,2050,public,10107
11288,Royal Prince Alfred Hospital School,83-117 Parramatta Road,Camperdown,2050,public,10107
11289,Royal North Shore Hospital School,"Level 7, Clinical Services Building, Royal North Shore Hospital",St Leonards,2065,public,10595
11290,Bradfield College,213 Pacific Highway,St Leonards,2065,public,10595
11291,Naremburn School,250 Willoughby Rd,Naremburn,2065,public,10446
11292,Royal National Park Environmental Education Centre,159 Farnell Avenue,Royal National Park,2232,public,10555
11293,Brewongle Environmental Education Centre,587 Chapel Hill Road,Sackville North,2756,public,10563
11294,Lucas Gardens School,Cnr Queens Rd & Walker St,Canada Bay,2046,public,10109
11295,Edgeware School,Burnett St & Tennett Pde,Hurlstone Park,2193,public,10314
11296,Observatory Hill Environmental Education Centre,Level 4  40 Gloucester Street,The Rocks,2000,public,10618
11297,Bondi Public School,Wellington St,Bondi,2026,public,10073
11298,Montessori East,8 Wellington Street,Bondi,2026,private,10073
11299,Yeshiva College,36 Flood Street,Bondi,2026,private,10073
11300,WAYS Secondary,63a Wairoa Avenue,Bondi,2026,private,10073
11301,Chatswood Public School,5 Centennial Ave,Chatswood,2067,public,10133
11302,Chatswood High School,24 Centennial Ave,Chatswood,2067,public,10133
11303,Mercy Catholic College,101 Archer St,Chatswood,2067,private,10133
11304,Our Lady of Dolours Catholic Primary School,94A Archer Street,Chatswood,2067,private,10133
11305,St Pius X College,35 Anderson Street,Chatswood,2067,private,10133
11306,International Chinese School,1 View Street,Chatswood,2067,private,10133
11307,Croydon Public School,39 Young St,Croydon,2132,public,10174
11308,Burwood Girls High School,95 Queen Street,Croydon,2132,public,10174
11309,Holy Innocents' Catholic Primary School,86-98 Queen Street,Croydon,2132,private,10174
11310,Presbyterian Ladies College,Boundary Street,Croydon,2132,private,10174
11311,Croydon Park Public School,Georges River Rd,Croydon Park,2133,public,10175
11312,St Francis Xavier Catholic School Ashbury,40-44 Forbes St,Croydon Park,2133,private,10175
11313,Daceyville Public School,Joffre Cres,Daceyville,2032,public,10180
11314,St Michael's Catholic Primary School,Haig Avenue,Daceyville,2032,private,10180
11315,Darlinghurst Public School,Womerah Ave,Potts Point,2011,public,10515
11316,St Vincent's College,1 Rockwall Crescent,Potts Point,2011,private,10515
11317,Gardeners Road Public School,420-422 Gardeners Road,Rosebery,2018,public,10547
11318,Glebe Public School,Derwent St,Glebe,2037,public,10259
11319,Sydney Secondary College Blackwattle Bay Campus,Taylor St,Glebe,2037,public,10259
11320,St James Catholic Primary School,2 Woolley St,Glebe,2037,private,10259
11321,St Scholastica's College,4 Avenue Road,Glebe,2037,private,10259
11322,Australian Performing Arts Grammar School,255 Broadway,Glebe,2037,private,10259
11323,Rozelle Public School,Darling St,Rozelle,2039,public,10556
11324,Sydney Secondary College Balmain Campus,Terry St,Rozelle,2039,public,10556
11325,Stanmore Public School,Cnr Cambridge and Holt St,Stanmore,2048,public,10599
11326,Newington College,200 Stanmore Road,Stanmore,2048,private,10599
11327,St Michael's Catholic Primary School,Percival Road,Stanmore,2048,private,10599
11328,Newington College,117 Cambridge Street,Stanmore,2048,private,10599
11329,Woollahra Public School,Forth St,Woollahra,2025,public,10677
11330,Holy Cross Catholic Primary School,81 Edgecliff Road,Woollahra,2022,private,10677
11331,Reddam House,70 Edgecliff Road,Woollahra,2025,private,10677
11332,Reddam House,78 Edgecliff Road,Woollahra,2025,private,10677
11333,Rosehill Public School,Prospect St,Rosehill,2142,public,10548
11334,North Sydney Boys High School,Falcon Street,Crows Nest,2065,public,10173
11335,North Sydney Girls High School,Pacific Hwy,Crows Nest,2065,public,10173
11336,Cammeraygal High School,192 Pacific Highway,Crows Nest,2065,public,10173
11337,Sydney Boys High School,556 Cleveland Street,Moore Park,2021,public,10430
11338,Matraville Sports High School,Anzac Pde,Chifley,2036,public,10138
11339,Lucas Heights Community School,132 Old Illawarra Rd,Barden Ridge,2234,public,10034
11340,Shire Christian School,16A Allies Road,Barden Ridge,2234,private,10034
11341,Central Sydney Intensive English High School,57-77 Mitchell Road,Alexandria,2015,public,10005
11342,Alexandria Park Community School,Park Rd,Alexandria,2015,public,10005
11343,John Edmondson High School,64 Horningsea Park Drive,Horningsea Park,2171,public,10305
11344,Woolooware High School,Woolooware Rd North,Woolooware,2230,public,10679
11345,St Francis De Sales' Catholic Primary School,14 Hill Street,Woolooware,2230,private,10679
11346,Turramurra High School,Maxwell St,South Turramurra,2074,public,10585
11347,Rose Bay Secondary College,34A Hardy St,Dover Heights,2030,public,10198
11348,Kesser Torah College,Cnr Of Napier And Blake Streets,Dover Heights,2030,private,10198
11349,Prairiewood High School,203-215 Restwell Road,Prairiewood,2176,public,10516
11350,Eagle Vale High School,Drysdale Rd,Eagle Vale,2558,public,10205
11351,Mary Immaculate Catholic Primary School,Cnr Emerald and Aquamarine Drive,Eagle Vale,2558,private,10205
11352,Saturday School of Community Languages,Level 3 1 Oxford Street,Darlinghurst,2010,public,10183
11353,SCEGGS  Darlinghurst,215 Forbes Street,Darlinghurst,2010,private,10183
11354,Sydney Grammar School,10 College Street,Darlinghurst,2010,private,10183
11355,Aurora College,635 Mowbray Road,Lane Cove North,2066,public,10357
11356,Ascham School Ltd,188 New South Head Rd,Edgecliff,2027,private,10219
11357,St Oliver's Primary School,33 Wigram Street,Harris Park,2150,private,10291
11358,Maronite College of the Holy Family - Parramatta,23-25 Alice Street,Harris Park,2150,private,10291
11359,De La Salle College,9 Ferndale Road,Revesby Heights,2212,private,10534
11360,Glenaeon Rudolf Steiner School,5A Glenroy Avenue,Middle Cove,2068,private,10416
11361,Loreto Kirribilli,85 Carabella St,Kirribilli,2061,private,10342
11362,Marist College North Shore,270 Miller Street,North Sydney,2060,private,10470
11363,Monte Sant' Angelo Mercy College,128 Miller Street,North Sydney,2060,private,10470
11364,St Mary's Catholic Primary School ,40 Ridge Street,North Sydney,2060,private,10470
11365,Sydney Church of England Grammar School,Blue Street,North Sydney,2060,private,10470
11366,Wenona School Ltd,176 Walker Street,North Sydney,2060,private,10470
11367,Cameragal Montessori School,Cnr Lavender and Walker Streets,North Sydney,2060,private,10470
11368,Cameragal Montessori School,12 Miller Street,North Sydney,2060,private,10470
11369,Marist Sisters' College Woolwich,66A Woolwich Road,Woolwich,2110,private,10680
11370,Mater Maria Catholic College,Forest Road,Warriewood,2102,private,10637
11371,Moriah College,Queens Park Road,Bondi Junction,2022,private,10075
11372,Mary MacKillop Catholic College,5 Carnarvon Street,Wakeley,2176,private,10633
11373,Our Lady of the Rosary Catholic Primary School,23 Yardley Avenue,Waitara,2077,private,10632
11374,Barker College,9-17 Clark Road,Waitara,2077,private,10632
11375,St Aloysius' College,47 Upper Pitt Street,Milsons Point,2061,private,10423
11376,St Aloysius' College,29 Burton Street,Milsons Point,2061,private,10423
11377,St Anne's Catholic Primary School,St Anne'S Square,Strathfield South,2136,private,10601
11378,St Anthony's Catholic Primary School,58 Arden Street,Clovelly,2031,private,10150
11379,St Gregory's College Campbelltown,100 Badgally Road,Gregory Hills,2557,private,10280
11380,St Michael's Catholic Primary School,24 Margaret Street,Belfield,2191,private,10045
11381,Tangara School for Girls,3 Elliot Street,Belfield,2135,private,10045
11382,St Michael's Catholic Primary School,Maxim Street,Meadowbank,2114,private,10410
11383,Italian Bilingual School,111 Bowden Street,Meadowbank,2112,private,10410
11384,St Pius' Catholic Primary School,209 Edgeware Road,Enmore,2042,private,10233
11385,St Therese's Catholic Primary School,448 Blaxland Road,Denistone,2122,private,10190
11386,St Therese Catholic Primary School,48 Chamberlain Rd,Padstow Heights,2211,private,10491
11387,Sydney Church of England Co-Educational Grammar School  Redlands,272 Military Road,Cremorne,2090,private,10169
11388,Sydney Church of England Co-Educational Grammar School  Redlands,Murdoch Street,Cremorne,2090,private,10169
11389,St Anthony's Catholic Primary School,Cnr Balaclava And Agincourt Rds,Marsfield,2122,private,10403
11390,St Spyridon College,78 Gardeners Road,Kingsford,2032,private,10336
11391,Oxford Falls Grammar School,1078 Oxford Falls Road,Oxford Falls,2100,private,10486
11392,Mount Carmel Catholic College,St Andrews Road,Varroville,2565,private,10626
11393,Galstaun College,5 Chiltern Road,Ingleside,2101,private,10319
11394,Armenian General Benevolent Union Alexander Primary School,Cnr Thuddungra and Namba Roads,Duffys Forest,2084,private,10200
11395,Key College,122 Little Eveleigh Street,Redfern,2016,private,10530
11396,Redfern Jarjum College,117 Redfern Street,Redfern,2016,private,10530
11397,SEDA College,180 George St,Redfern,2016,private,10530
11398,Richard Johnson Anglican School,93 Hyatts Road,Oakhurst,2761,private,10478
11399,Thomas Hassall Anglican College,Cnr Second and Sixteenth Avenues,West Hoxton,2171,private,10651
11400,Clancy Catholic College,Carmichael Drive,West Hoxton,2171,private,10651
11401,Aspect Macarthur School,201 Carmichael drive,West Hoxton,2171,private,10651
11402,Reddam House,56 Mitchell Street,North Bondi,2026,private,10457
11403,St Hurmizd Assyrian Primary School,7-9 Greenfield Rd,Greenfield Park,2176,private,10277
11404,John XXIII Catholic Primary School,160 Perfection Avenue,Stanhope Gardens,2768,private,10598
11405,St Mark's Catholic College,160 Perfection Avenue,Stanhope Gardens,2768,private,10598
11406,Ebenezer Christian College,441 Blacktown Road,Prospect,2148,private,10518
11407,Lindfield Montessori Preschool,9 Moore Street,West Lindfield,2070,private,10653
11408,Pittwater House Schools,Westmoreland Avenue,Collaroy,2097,private,10155
11409,Irfan College,2089 Elizabeth Drive,Cecil Park,2178,private,10131
11410,St Patrick's Catholic Primary School,1 Adam Street,Mortlake,2137,private,10434
11411,Glenaeon Rudolf Steiner School,117 Edinburgh Rd,Castlecrag,2068,private,10124
11412,Inner Sydney Montessori School,8 Trevor Street,Lilyfield,2040,private,10374
11413,St Luke's Grammar School,1977 Pittwater Road,Bayview,2104,private,10040
11414,St Francis Catholic College,130-160 Jardine Drive,Edmondson Park,2174,private,10220
